,train_name,train_number,source,destination,distance,total_time,departure,arrival
2042,Intercity Express,19735,JAIPUR,Loharu,229,0 days 06:10:00,13:30:00,19:40:00
2043,Jaipur - Amritsar Express,19771,JAIPUR,AMRITSAR JN,872,0 days 18:35:00,20:10:00,14:45:00
2044,Jaipur-Amritsar Express,19781,JAIPUR,AMRITSAR JN,713,0 days 14:20:00,20:10:00,10:30:00
2045,Kota-Indore Intercity Express,19801,KOTA JN,INDORE JN BG,433,0 days 07:50:00,06:30:00,14:20:00
2046,Indore-Kota InterCity Express,19802,INDORE JN BG,KOTA JN,433,0 days 08:35:00,14:50:00,23:25:00
2047,UDAIPUR - AHMEDABAD Exp,19943,UDAIPUR CITY,AHMEDABAD JN,298,0 days 09:00:00,19:25:00,04:25:00
2048,AHMEDABAD - UDAIPUR Exp,19944,AHMEDABAD JN,UDAIPUR CITY,298,0 days 09:05:00,23:00:00,08:05:00
2049,Nagpur-Bhusaval SF Express,22112,NAGPUR,BHUSAVAL JN,604,0 days 10:25:00,07:20:00,17:45:00
2050,MAHUVA - SURAT SF Exp,12946,MAHUVA JN,SURAT,1409,1 days 01:15:00,17:35:00,18:50:00
2051,Jallianwalabagh Express,18104,AMRITSAR JN,TATANAGAR JN,1745,1 days 08:55:00,12:40:00,21:35:00
2052,Sambalpur Express,18302,RAYAGADA,SAMBALPUR,322,0 days 06:30:00,14:30:00,21:00:00
2053,SAMBALPUR - PURI Intercity Exp,18303,SAMBALPUR,PURI,341,0 days 06:35:00,06:10:00,12:45:00
2054,Habibganj Indore InterCity Express,19324,HABIBGANJ,INDORE JN BG,224,0 days 04:10:00,17:10:00,21:20:00
2055,Indore Amritsar (Weekly) Express,19325,INDORE JN BG,AMRITSAR JN,1344,1 days 03:15:00,17:30:00,20:45:00
2056,Amritsar Indore Express,19326,AMRITSAR JN,INDORE JN BG,1337,1 days 00:40:00,04:40:00,05:20:00
2057,Ratlam Chittaurgarh Express,19327,RATLAM JN,CHITTAURGARH,189,0 days 04:10:00,17:40:00,21:50:00
2058,Chittaurgarh Ratlam Express,19328,CHITTAURGARH,RATLAM JN,189,0 days 03:55:00,04:05:00,08:00:00
2059,TUTICORIN - OKHA Exp,19567,TUTICORIN,OKHA,2535,1 days 22:50:00,02:00:00,00:50:00
2060,OKHA - TUTICORIN Exp,19568,OKHA,TUTICORIN,2548,2 days 03:25:00,00:20:00,03:45:00
2061,Okha Varanasi Express,19569,OKHA,VARANASI JN,2041,1 days 15:15:00,13:45:00,05:00:00
2062,Varanasi Okha Weekly Express,19570,VARANASI JN,OKHA,2041,1 days 15:40:00,22:00:00,13:40:00
2063,Ratlam-Ajmer Express,19653,RATLAM JN,AJMER JN,375,0 days 07:30:00,06:25:00,13:55:00
2064,Ajmer-Ratlam Express,19654,AJMER JN,RATLAM JN,375,0 days 07:30:00,13:25:00,20:55:00
2065,Loharu-Jaipur Intercity Express,19736,Loharu,JAIPUR,229,0 days 06:55:00,06:20:00,13:15:00
2066,Amritsar - Jaipur Express,19772,AMRITSAR JN,JAIPUR,872,0 days 17:00:00,14:30:00,07:30:00
2067,Amritsar-Jaipur Express,19782,AMRITSAR JN,JAIPUR,713,0 days 13:40:00,17:50:00,07:30:00
2068,Mahesana Ahmedabad InterCity Express,19911,MAHESANA JN,AHMEDABAD JN,69,0 days 02:05:00,08:00:00,10:05:00
2069,Mahesana Ahmedabad InterCity,19915,MAHESANA JN,AHMEDABAD JN,69,0 days 02:05:00,18:15:00,20:20:00
2070,Solapur-Gondia Slip Exp.,21028,SOLAPUR JN,GONDIA JN,1132,1 days 01:55:00,18:20:00,20:15:00
2071,Khajuraho-Varanasi Bundelkhand Link Express,21107,KHAJURAHO,VARANASI JN,453,0 days 11:30:00,23:20:00,10:50:00
2072,Bundelkhand Link Express,21108,VARANASI JN,KHAJURAHO,453,0 days 10:55:00,18:05:00,05:00:00
2073,Indore Bhind Express,21125,INDORE JN BG,BHIND,644,0 days 14:20:00,20:15:00,10:35:00
2074,Bhind Indore Express,21126,BHIND,INDORE JN BG,644,0 days 14:40:00,17:10:00,07:50:00
2075,PUNE - MANDUADIH Gyan Ganga Exp,22131,PUNE JN,MANDUADIH,1537,1 days 03:05:00,16:15:00,19:20:00
2076,MANDUADIH - PUNE Gyan Ganga Exp,22132,MANDUADIH,PUNE JN,1537,1 days 03:30:00,04:35:00,08:05:00
2077,Damoh Bhopal Rajya Rani Express,22162,DAMOH,BHOPAL JN,291,0 days 05:05:00,05:00:00,10:05:00
2078,Anand ViharT Delhi-Sasaram GaribRath Express,22410,ANAND VIHAR TRM,SASARAM,874,0 days 13:00:00,19:15:00,08:15:00
2079,New Delhi-Guwahati Rajdhani Express,22424,NEW DELHI,GUWAHATI,1879,1 days 03:20:00,14:00:00,17:20:00
2080,Rajasthan Sampark Kranti Express,22463,MERTA ROAD JN,BIKANER JN,173,0 days 03:50:00,06:45:00,10:35:00
2081,Bikaner - Delhi Sarai Rohilla SF Intercity Express,22471,BIKANER JN,DELHI SARAI ROHILLA,458,0 days 08:10:00,09:15:00,17:25:00
2082,Delhi Sarai Rohilla - Bikaner SF Intercity Express,22472,DELHI SARAI ROHILLA,BIKANER JN,458,0 days 08:10:00,07:05:00,15:15:00
2083,CHENNAI CENT - SAINAGAR SHIRDI SF Exp,22601,CHENNAI CENTRAL,SAINAGAR SHIRDI,1392,1 days 01:20:00,10:10:00,11:30:00
2084,BANGALORE - ERNAKULAM Weekly SF Exp,22608,BANGALORE CITY JN,ERNAKULAM JN,625,0 days 11:05:00,17:15:00,04:20:00
2085,MYSORE - CHENNAI Weekly SF Exp,22681,MYSORE JN,CHENNAI CENTRAL,500,0 days 09:05:00,20:10:00,05:15:00
2086,CHENNAI - MYSORE Weekly SF Exp,22682,CHENNAI CENTRAL,MYSORE JN,500,0 days 09:05:00,23:30:00,08:35:00
2087,Bhubaneshwar-New Delhi Rajdhani Express,22811,BHUBANESWAR,NEW DELHI,1724,0 days 23:05:00,11:30:00,10:35:00
2088,New Delhi-Bhubaneswar Rajdhani Express,22812,NEW DELHI,BHUBANESWAR,1724,0 days 22:40:00,17:20:00,16:00:00
2089,Shalimar-Puri Express,22835,KOLKATA SHALIMAR,PURI,500,0 days 08:55:00,21:00:00,05:55:00
2090,Puri-Shalimar weekly superfast express,22836,PURI,KOLKATA SHALIMAR,500,0 days 09:05:00,22:15:00,07:20:00
2091,PUNE - HATIA SF Exp,22845,PUNE JN,HATIA,1774,1 days 06:25:00,10:45:00,17:10:00
2092,HATIA - PUNE SF Exp,22846,HATIA,PUNE JN,1774,1 days 06:45:00,20:00:00,02:45:00
2093,Santragachi-Tirupati Superfast Express,22855,SANTRAGACHI JN,TIRUPATI MAIN,1597,1 days 01:55:00,16:05:00,18:00:00
2094,TirupatiSantragachi Superfast Express,22856,TIRUPATI MAIN,SANTRAGACHI JN,1597,1 days 02:15:00,19:55:00,22:10:00
2095,Okha Howrah Triweekly SF Express,22905,OKHA,HOWRAH JN,2586,1 days 22:30:00,05:05:00,03:35:00
2096,Sambalpur Jharsuguda Passenger,58126,SAMBALPUR,JHARSUGUDA JN,50,0 days 01:20:00,19:15:00,20:35:00
2097,Nagavali Express,18310,HUZUR SAHIB NANDED,SAMBALPUR,1479,1 days 04:00:00,16:15:00,20:15:00
2098,Puducherry-New Delhi SF Express,22403,Puducherry,NEW DELHI,2384,1 days 18:55:00,09:05:00,04:00:00
2099,Bhagalpur - Delhi AnandVihar T. Garib Rath Express,22405,BHAGALPUR,ANAND VIHAR TRM,1207,0 days 18:55:00,13:30:00,08:25:00
2100,Varanasi-Delhi Anand Vihar Terminus Garib Rath,22407,VARANASI JN,ANAND VIHAR TRM,781,0 days 14:30:00,19:30:00,10:00:00
2101,Delhi Anand Vihar Terminus-Varanasi Garib Rath,22408,ANAND VIHAR TRM,VARANASI JN,781,0 days 13:55:00,18:10:00,08:05:00
2102,Sasaram-Anand ViharT Delhi GariRath Express,22409,SASARAM,ANAND VIHAR TRM,874,0 days 14:35:00,21:15:00,11:50:00
2103,Guwahati-New Delhi Rajdhani Express,22423,GUWAHATI,NEW DELHI,1880,1 days 03:05:00,07:05:00,10:10:00
2104,Khajuraho Nizamuddin Express,22447,KHAJURAHO,DELHI H NIZAMUDDIN,604,0 days 11:10:00,18:20:00,05:30:00
2105,Jodhpur-Delhi Sarai Rohilla Express,22481,JODHPUR JN,DELHI SARAI ROHILLA,622,0 days 10:35:00,19:00:00,05:35:00
2106,Delhi Sarai Rohilla-Jodhpur Express,22482,DELHI SARAI ROHILLA,JODHPUR JN,622,0 days 10:45:00,22:25:00,09:10:00
2107,Mangalore - Palghat Intercity Express,22609,MANGALORE CNTL,PALAKKAD,352,0 days 06:15:00,12:00:00,18:15:00
2108,Palghat Mangalore Intercity,22610,PALAKKAD,MANGALORE CNTL,352,0 days 06:15:00,07:25:00,13:40:00
2109,Chandigarh Chennai Express,22688,CHANDIGARH,CHENNAI CENTRAL,2509,1 days 18:30:00,07:45:00,02:15:00
2110,Bilaspur-Ernakulam Express,22815,BILASPUR JN,ERNAKULAM JN,2155,1 days 13:25:00,08:10:00,21:35:00
2111,Ernakulam-Bilaspur Express,22816,ERNAKULAM JN,BILASPUR JN,2156,1 days 13:05:00,08:30:00,21:35:00
2112,Kolkata Shalimar-Visakhapatnam Superfast express,22853,KOLKATA SHALIMAR,VISHAKAPATNAM,880,0 days 14:05:00,18:15:00,08:20:00
2113,Visakhapatnam-Shalimar Express,22854,VISHAKAPATNAM,KOLKATA SHALIMAR,880,0 days 13:45:00,13:45:00,03:30:00
2114,Rajya Rani Express,22861,KOLKATA SHALIMAR,BANKURA,229,0 days 04:15:00,06:40:00,10:55:00
2115,Rajya Rani Express,22862,BANKURA,KOLKATA SHALIMAR,229,0 days 04:15:00,13:45:00,18:00:00
2116,Paschim Express,22926,Kalka,MUMBAI BANDRA TERMINUS,1676,1 days 04:55:00,10:20:00,15:15:00
2117,Ajmer Bandra SF Express,22996,AJMER JN,MUMBAI BANDRA TERMINUS,1017,0 days 18:00:00,20:30:00,14:30:00
2118,Giridih Kolkata Express,23112,Giridih,KOLKATA CHITPUR,335,0 days 08:40:00,22:50:00,07:30:00
2119,Teesta Torsa Express,23142,HALDIBARI,KOLKATA SEALDAH,628,0 days 15:20:00,13:15:00,04:35:00
2120,Gour Express,23154,BALURGHAT,KOLKATA SEALDAH,454,0 days 12:15:00,17:05:00,05:20:00
2121,Jammu Mail,24033,OLD DELHI,Hoshiarpur,411,0 days 10:05:00,20:20:00,06:25:00
2122,Jammu Mail,24034,Hoshiarpur,OLD DELHI,411,0 days 10:35:00,19:10:00,05:45:00
2123,KOTDWAR - NAJIBABAD Mussoorie Exp,24042,KOTDWARA,DELHI SARAI ROHILLA,243,0 days 10:35:00,22:00:00,08:35:00
2124,Haridwar-Barmer Link Express,24887,HARIDWAR JN,BARMER,1169,1 days 00:55:00,19:05:00,20:00:00
2125,Barmer-Haridwar Link Express,24888,BARMER,HARIDWAR JN,1169,1 days 02:45:00,06:45:00,09:30:00
2126,Corbett Park Link Express,25014,RAMNAGAR,OLD DELHI,239,0 days 06:00:00,21:55:00,03:55:00
2127,Ramnagar Delhi Link Express,25036,RAMNAGAR,OLD DELHI,239,0 days 05:30:00,09:50:00,15:20:00
2128,Narkatiaganj Sugauli InterCity Link Express,25202,NARKATIAGANJ JN,SAGAULI JN,59,0 days 01:15:00,04:45:00,06:00:00
2129,Jivachh Link Express,25610,DARBHANGA JN,GUWAHATI,877,0 days 22:30:00,05:30:00,04:00:00
2130,Radhikapur Delhi Link Express,25715,Radhikapur,OLD DELHI,1372,1 days 06:50:00,06:15:00,13:05:00
2131,Chirmiri Durg Express Cum Pass,28242,Chirmiri,DURG,381,0 days 13:05:00,20:05:00,09:10:00
2132,Barkakana Rajendranagar Slip Express,28624,BARKAKANA,RAJENDRA NAGAR BIHAR,365,0 days 14:40:00,16:15:00,06:55:00
2133,Nimach Kota Link Exp,29019,NIMACH,MEERUT CITY,755,0 days 17:45:00,13:40:00,07:25:00
2134,Dehradun Express Slip,29020,MEERUT CITY,NIMACH,755,0 days 17:55:00,19:20:00,13:15:00
2135,BBD Bag-Krishnanagar Local,30145,BENOY BADAL DINESH GARDENS,Krishnanagar City Junction,102,0 days 02:34:00,08:53:00,11:27:00
2136,Sealdah-Kalyani Local,31393,KOLKATA SEALDAH,Kalyani,48,0 days 01:16:00,08:52:00,10:08:00
2137,Sealdah-Shantipur Local,31511,KOLKATA SEALDAH,Shantipur,93,0 days 02:25:00,04:35:00,07:00:00
2138,Sealdah-Shantipur-Krishnanagar City Local,31581,KOLKATA SEALDAH,Krishnanagar City Junction,108,0 days 02:50:00,20:00:00,22:50:00
2139,Sealdah KNJ Ladies Special,31801,KOLKATA SEALDAH,Krishnanagar City Junction,99,0 days 02:25:00,17:05:00,19:30:00
2140,SDAH GEDE LOCAL,31921,KOLKATA SEALDAH,Gede,116,0 days 02:43:00,17:15:00,19:58:00
2141,SDAH GEDE LOCAL,31923,KOLKATA SEALDAH,Gede,116,0 days 02:44:00,18:20:00,21:04:00
2142,SDAH GEDE LOCAL,31925,KOLKATA SEALDAH,Gede,116,0 days 02:37:00,19:17:00,21:54:00
2143,Sealdah Gede EMU,31927,KOLKATA SEALDAH,Gede,116,0 days 02:41:00,21:30:00,00:11:00
2144,Sealdah-Gede Local,31929,KOLKATA SEALDAH,Gede,116,0 days 02:43:00,20:32:00,23:15:00
2145,KOLKATA SEALDAH - GUWAHATI KanchanJungha Exp,15657,KOLKATA SEALDAH,GUWAHATI,975,0 days 21:55:00,06:35:00,04:30:00
2146,Doon Express,23010,KOTDWARA,HOWRAH JN,1461,1 days 08:55:00,22:00:00,06:55:00
2147,Danapur Express,23111,Giridih,DANAPUR,298,0 days 08:25:00,22:50:00,07:15:00
2148,InterCity Link Express,23225,SAHARSA JN,DANAPUR,229,0 days 07:50:00,12:50:00,20:40:00
2149,InterCity Link Express,23226,DANAPUR,SAHARSA JN,229,0 days 07:00:00,06:45:00,13:45:00
2150,Palamu Express,23347,SINGRAULI,PATNA JN,481,0 days 12:30:00,16:10:00,04:40:00
2151,Palamau Express (Slip),23348,GARWA ROAD,SINGRAULI,201,0 days 05:30:00,05:10:00,10:40:00
2152,Varuna Express,24227,VARANASI JN,KANPUR CENTRAL,355,0 days 06:40:00,04:55:00,11:35:00
2153,Varuna Express,24228,KANPUR CENTRAL,VARANASI JN,355,0 days 07:20:00,16:00:00,23:20:00
2154,Triveni Express,24369,Shakti Nagar,BAREILLY,742,0 days 18:35:00,17:55:00,12:30:00
2155,Triveni Express,24370,BAREILLY,Shakti Nagar,741,0 days 19:50:00,12:00:00,07:50:00
2156,Triveni Express Slip,24370-Slip,BAREILLY,BARWADIH JN,862,0 days 22:45:00,12:00:00,10:45:00
2157,Garib Nawaz Express,25716,KATIHAR JN,Radhikapur,92,0 days 02:25:00,01:05:00,03:30:00
2158,Barauni-Katihar Slip Express,28181,BARAUNI JN,KATIHAR JN,180,0 days 05:05:00,09:15:00,14:20:00
2159,Katihar-Tatanagar Link Express,28182,KATIHAR JN,TATANAGAR JN,600,0 days 15:40:00,15:00:00,06:40:00
2160,Hapa InterCity Express,29059,SURAT,HAPA,552,0 days 09:57:00,13:35:00,23:32:00
2161,Surat InterCity Express,29060,HAPA,SURAT,552,0 days 10:00:00,04:55:00,14:55:00
2162,GEDE SDAH LOCAL,31922,Gede,KOLKATA SEALDAH,116,0 days 02:37:00,15:35:00,18:12:00
2163,GEDE SDAH LOCAL,31924,Gede,KOLKATA SEALDAH,116,0 days 02:41:00,19:54:00,22:35:00
2164,GEDE SDAH LOCAL,31926,Gede,KOLKATA SEALDAH,116,0 days 02:37:00,21:25:00,00:02:00
2165,GEDE SDAH LOCAL,31930,Gede,KOLKATA SEALDAH,116,0 days 02:35:00,05:05:00,07:40:00
2166,Sealdah-Dankuni Local,32249,KOLKATA SEALDAH,DANKUNI,22,0 days 00:42:00,13:15:00,13:57:00
2167,Hasanabad Sealdah EMU,33512,Hasanabad,KOLKATA SEALDAH,0,0 days 02:25:00,03:05:00,05:30:00
2168,Sealdah-Hasnabad Local,33533,KOLKATA SEALDAH,Barasat,22,0 days 00:46:00,09:18:00,10:04:00
2169,Sealdah-Budge Budge Local,34166,KOLKATA SEALDAH,Budge Budge,25,0 days 00:53:00,11:32:00,12:25:00
2170,Sonarpur Sealdah Local,34431,Sonarpur Junction,KOLKATA SEALDAH,16,0 days 00:31:00,18:04:00,18:35:00
2171,Sealdah-Sonarpur Local,34434,KOLKATA SEALDAH,Sonarpur Junction,16,0 days 00:27:00,17:15:00,17:42:00
2172,Sealdah Canning ladies special EMU,34502,KOLKATA SEALDAH,Canning,45,0 days 01:10:00,18:30:00,19:40:00
2173,Sealdah-Canning Local,34554,KOLKATA SEALDAH,Canning,45,0 days 01:25:00,14:02:00,15:27:00
2174,Canning Sealdah Local,34557,Canning,KOLKATA SEALDAH,45,0 days 01:22:00,15:40:00,17:02:00
2175,Namkhana Sealdah Local,34793,Namkhana,KOLKATA SEALDAH,108,0 days 02:48:00,04:10:00,06:58:00
2176,Sealdah-Namkhana Local,34794,KOLKATA SEALDAH,Namkhana,108,0 days 02:45:00,21:25:00,00:10:00
2177,Diamond Harbour Sealdah Local,34857,Diamond Harbour,KOLKATA SEALDAH,59,0 days 01:33:00,09:35:00,11:08:00
2178,Sealdah-Diamond Harbour Local,34858,KOLKATA SEALDAH,Diamond Harbour,59,0 days 02:02:00,07:25:00,09:27:00
2179,Howrah-Singur Local,37397,HOWRAH JN,Singur,33,0 days 01:00:00,20:05:00,21:05:00
2180,Howrah-Memari Local,37657,HOWRAH JN,MEMARI,82,0 days 01:50:00,08:40:00,10:30:00
2181,Memari Howrah Local,37658,MEMARI,HOWRAH JN,82,0 days 02:05:00,11:10:00,13:15:00
2182,Howrah-Barddhaman Non-Stop Local,37857,HOWRAH JN,BARDDHAMAN JN,107,0 days 02:05:00,17:55:00,20:00:00
2183,Howrah Panskura EMU,38401,HOWRAH JN,PANSKURA,71,0 days 01:50:00,05:15:00,07:05:00
2184,Howrah Panskura EMU,38403,HOWRAH JN,PANSKURA,71,0 days 01:50:00,05:45:00,07:35:00
2185,Howrah Panskura EMU,38405,HOWRAH JN,PANSKURA,71,0 days 01:48:00,06:45:00,08:33:00
2186,Howrah Panskura EMU,38411,HOWRAH JN,PANSKURA,71,0 days 01:50:00,07:40:00,09:30:00
2187,Howrah Panskura EMU,38413,HOWRAH JN,PANSKURA,71,0 days 01:50:00,08:00:00,09:50:00
2188,Howrah Panskura EMU,38417,HOWRAH JN,PANSKURA,71,0 days 01:50:00,09:15:00,11:05:00
2189,Howrah Panskura EMU,38419,HOWRAH JN,PANSKURA,71,0 days 01:50:00,09:25:00,11:15:00
2190,Howrah Panskura EMU,38423,HOWRAH JN,PANSKURA,71,0 days 01:45:00,10:05:00,11:50:00
2191,Howrah Panskura EMU,38429,HOWRAH JN,PANSKURA,71,0 days 01:50:00,11:30:00,13:20:00
2192,Howrah Panskura EMU,38433,HOWRAH JN,PANSKURA,71,0 days 01:50:00,13:05:00,14:55:00
2193,Howrah Panskura EMU,38443,HOWRAH JN,BHOGPUR,64,0 days 01:29:00,16:15:00,17:44:00
2194,Jharsuguda Sambalpur Passenger,58124,JHARSUGUDA JN,SAMBALPUR,50,0 days 01:25:00,04:35:00,06:00:00
2195,PURI - SAMBALPUR Intercity Exp,18304,PURI,SAMBALPUR,341,0 days 06:30:00,15:45:00,22:15:00
2196,VARANASI - SAMBALPUR Exp,18312,VARANASI JN,SAMBALPUR,896,0 days 20:25:00,14:50:00,11:15:00
2197,Tarakeswar Howrah Local,37356,Tarakeswar,HOWRAH JN,57,0 days 01:45:00,12:45:00,14:30:00
2198,Singur Howrah Local,37398,Singur,HOWRAH JN,33,0 days 00:55:00,21:15:00,22:10:00
2199,Panskura Howrah EMU,38416,PANSKURA,HOWRAH JN,71,0 days 01:45:00,04:50:00,06:35:00
2200,Panskura Howrah EMU,38418,PANSKURA,HOWRAH JN,71,0 days 01:50:00,05:05:00,06:55:00
2201,Panskura Howrah EMU,38420,PANSKURA,HOWRAH JN,71,0 days 01:50:00,05:40:00,07:30:00
2202,Panskura Howrah EMU,38424,PANSKURA,HOWRAH JN,71,0 days 01:55:00,06:30:00,08:25:00
2203,Panskura Howrah EMU,38428,PANSKURA,HOWRAH JN,71,0 days 01:48:00,07:17:00,09:05:00
2204,Panskura Howrah EMU,38434,PANSKURA,HOWRAH JN,71,0 days 01:55:00,08:45:00,10:40:00
2205,Howrah Panskura EMU,38435,HOWRAH JN,PANSKURA,71,0 days 01:50:00,13:55:00,15:45:00
2206,Howrah Panskura EMU,38439,HOWRAH JN,PANSKURA,71,0 days 01:45:00,15:10:00,16:55:00
2207,Howrah Panskura EMU,38441,HOWRAH JN,PANSKURA,71,0 days 01:52:00,15:35:00,17:27:00
2208,Panskura Howrah EMU,38444,PANSKURA,HOWRAH JN,71,0 days 01:50:00,10:10:00,12:00:00
2209,Howrah Panskura EMU,38445,HOWRAH JN,PANSKURA,71,0 days 01:50:00,16:30:00,18:20:00
2210,Panskura Howrah EMU,38448,PANSKURA,HOWRAH JN,71,0 days 01:55:00,11:20:00,13:15:00
2211,Howrah Panskura EMU,38449,HOWRAH JN,PANSKURA,71,0 days 01:55:00,16:55:00,18:50:00
2212,Panskura Howrah EMU,38450,PANSKURA,HOWRAH JN,71,0 days 01:55:00,12:03:00,13:58:00
2213,Howrah Panskura EMU,38453,HOWRAH JN,PANSKURA,71,0 days 01:50:00,17:50:00,19:40:00
2214,Howrah Panskura EMU,38455,HOWRAH JN,PANSKURA,71,0 days 01:45:00,18:35:00,20:20:00
2215,Howrah Panskura EMU,38457,HOWRAH JN,PANSKURA,71,0 days 01:50:00,18:45:00,20:35:00
2216,Howrah Panskura EMU,38463,HOWRAH JN,PANSKURA,71,0 days 01:45:00,19:10:00,20:55:00
2217,Panskura Howrah EMU,38464,PANSKURA,HOWRAH JN,71,0 days 01:50:00,16:35:00,18:25:00
2218,Howrah Panskura EMU,38467,HOWRAH JN,PANSKURA,71,0 days 01:53:00,20:10:00,22:03:00
2219,Howrah Panskura EMU,38469,HOWRAH JN,PANSKURA,71,0 days 01:55:00,20:25:00,22:20:00
2220,Howrah Kharagpur Ladies Special,38633,HOWRAH JN,KHARAGPUR JN,115,0 days 02:45:00,18:25:00,21:10:00
2221,Howrah-Kolaghat EMU,38821,HOWRAH JN,KOLAGHAT GOODS,55,0 days 01:30:00,09:30:00,11:00:00
2222,Kolaghat-Howrah EMU,38846,KOLAGHAT GOODS,HOWRAH JN,55,0 days 01:35:00,11:10:00,12:45:00
2223,Chennai Beach PallavaramEMU,40021,CHENNAI BEACH,PALLAVARAM,27,0 days 00:39:00,08:19:00,08:58:00
2224,Chennai Beach St. Thomas Mount Fast EMU,40023,CHENNAI BEACH,ST THOMAS MOUNT,17,0 days 00:26:00,08:32:00,08:58:00
2225,Chennai Beach Chengulpet EMU,40501,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:45:00,03:55:00,05:40:00
2226,Chennai Beach Chengulpet EMU,40503,CHENNAI BEACH,CHENGALPATTU,60,0 days 01:45:00,04:40:00,06:25:00
2227,Chennai Beach Chengulpet EMU(12 car),40505,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:45:00,05:00:00,06:45:00
2228,Chennai Beach Chengulpet EMU,40507,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:45:00,05:20:00,07:05:00
2229,Chennai Beach Chengulpet EMU,40509,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:45:00,05:40:00,07:25:00
2230,Chennai Beach Chengulpet EMU,40511,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:45:00,06:10:00,07:55:00
2231,Chennai Beach Chengulpet EMU(12 car),40513,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:45:00,06:30:00,08:15:00
2232,Delhi Moradabad Passenger,54056,OLD DELHI,MORADABAD,175,0 days 04:55:00,09:40:00,14:35:00
2233,Moradabad Hapur Passenger,54305,MORADABAD,HAPUR,118,0 days 03:45:00,06:05:00,09:50:00
2234,Moradabad Delhi Passenger,54307,MORADABAD,OLD DELHI,175,0 days 05:25:00,17:00:00,22:25:00
2235,Moradabad Chandausi Passenger,54314,MORADABAD,CHANDAUSI JN,44,0 days 01:20:00,16:10:00,17:30:00
2236,Moradabad Sahranpur Passenger,54315,MORADABAD,SAHARANPUR,194,0 days 05:05:00,18:15:00,23:20:00
2237,MORADABAD -  NAJIBABAD  PASSENGER,54395,MORADABAD,NAJIBABAD JN,161,0 days 06:30:00,18:50:00,01:20:00
2238,Moradabad Sambahal Hatim Sarai Pass,54398,MORADABAD,Sambhal Hatim Sarai,45,0 days 02:00:00,12:20:00,14:20:00
2239,MORADABAD - KASHIPUR PASSENGER,55311,MORADABAD,KASHIPUR,50,0 days 01:30:00,13:35:00,15:05:00
2240,MORADABAD - RAMNAGAR PASSENGER,55323,MORADABAD,RAMNAGAR,77,0 days 02:00:00,20:50:00,22:50:00
2241,Jharsuguda Sambalpur Passenger,58127,JHARSUGUDA JN,SAMBALPUR,50,0 days 01:35:00,17:20:00,18:55:00
2242,Jharsuguda Sambalpur Passenger,58135,JHARSUGUDA JN,SAMBALPUR,50,0 days 01:25:00,04:35:00,06:00:00
2243,Jharsuguda Sambalpur Passenger,58137,JHARSUGUDA JN,SAMBALPUR,50,0 days 01:25:00,17:20:00,18:45:00
2244,DEHRADUN - KOCHUVELI SF Express,12288,DEHRADUN,KOCHUVELI,3459,2 days 09:30:00,06:00:00,15:30:00
2245,HOWRAH - KANNIYAKUMARI SF Exp,12665,HOWRAH JN,KANYAKUMARI,2431,1 days 19:30:00,16:10:00,11:40:00
2246,TRIVANDRUM KOCHUVELI - HUBLI SF Exp,12778,KOCHUVELI,HUBLI JN,1307,0 days 23:55:00,12:50:00,12:45:00
2247,BIKANER - MUMBAI BANDRA Ranakpur Exp,14707,BIKANER JN,MUMBAI BANDRA TERMINUS,1212,1 days 01:25:00,09:30:00,10:55:00
2248,NAGERCOIL - MUMBAI CST Balaji Exp,16352,NAGERCOIL JN,MUMBAI CST,1967,1 days 16:10:00,04:40:00,20:50:00
2249,CHENNAI EGMORE - TRIVANDRUM Anantapuri Exp,16723,CHENNAI EGMORE,TRIVANDRUM CENTRAL,798,0 days 15:50:00,19:15:00,11:05:00
2250,Panskura Howrah EMU,38468,PANSKURA,HOWRAH JN,71,0 days 01:48:00,17:14:00,19:02:00
2251,Panskura Howrah EMU,38470,PANSKURA,HOWRAH JN,71,0 days 01:50:00,17:45:00,19:35:00
2252,Chennai Beach Chengulpet EMU,40515,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:40:00,06:45:00,08:25:00
2253,Chennai Beach Chengulpet EMU(12 car),40517,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:40:00,06:55:00,08:35:00
2254,Chennai Beach Chengulpet EMU,40519,CHENNAI BEACH,CHENGALPATTU,59,0 days 01:52:00,07:38:00,09:30:00
2255,Chennai Beach Tirumalpur EMU,40701,CHENNAI BEACH,TIRUMALPUR,112,0 days 03:00:00,07:05:00,10:05:00
2256,Chennai Beach Tirumalpur local,40705,CHENNAI BEACH,TIRUMALPUR,108,0 days 02:45:00,10:45:00,13:30:00
2257,Chennai Beach Tirumalpur Fast EMU,40707,CHENNAI BEACH,TIRUMALPUR,108,0 days 02:25:00,18:10:00,20:35:00
2258,Chennai Beach Tirumalpur Semi Fast EMU,40711,CHENNAI BEACH,TIRUMALPUR,108,0 days 02:40:00,20:20:00,23:00:00
2259,Chennai Beach Velachery EMU,41001,CHENNAI BEACH,Velachery,18,0 days 00:40:00,04:15:00,04:55:00
